HS_CODE,Name,Eng_Name,,
3202901000,무기유연제,Inorganic tanning products,,
3202902000,인조 탈회제,Artificial bates,,
3202909000,기타,Other,,
3203001,식물성 착색제,Colouring matter of vegetable origin,,
3203001100,천연 인디고(indigo),Natural indigo,,
32030019,기타,Other,,
3203001910,로그우드(logwood),Logwood,,
3203001930,엽록소,Chlorophyll,,
3203001990,기타,Other,,
32030020,동물성 착색제,Colouring matter of animal origin,,
3203002010,코치니엘(cochineal),Cochineal,,
3203002030,세피아(sepia),Sepia,,
3203002090,기타,Other,,
3203003000,식물성이나 동물성 착색제를 기본 재료로 한 조제품,Preparations based on colouring matter of vegetable or animal origin,,
3204111000,분산성 염료 중간체[프레스케익(press cake)으로 한정한다],Intermediate products for disperse dyes (press cake),,
3204119000,기타,Other,,
3204121000,산성염료와 및 이들을 기본 재료로 한 조제품,Acid dyes and preparations based thereon,,
3204122000,매염염료와 이들을 기본 재료로 한 조제품,Mordant dyes and preparations based thereon,,
3204130000,염기성 염료와 이들을 기본 재료로 한 조제품,Basic dyes and preparations based thereon,,
3204140000,직접 염료와 이들을 기본 재료로 한 조제품,Direct dyes and preparations based thereon,,
3204150000,건염(建染) 염료(그 상태에서 안료로 사용할 수 있는 것을 포함한다)와 이들을 기본 재료로 한 조제품,Vat dyes (including those usable in that state as pigments) and preparations based thereon,,
3204160000,반응성 염료와 이들을 기본 재료로 한 조제품,Reactive dyes and preparations based thereon,,
3204170000,안료 색소와 이들을 기본 재료로 한 조제품,Pigments and preparations based thereon,,
3204191000,유기용제 용해염료와 이들을 기본 재료로 한 조제품,Organic solvent dyes and preparations based thereon,,
3204192000,래피드염료와 이들을 기본 재료로 한 조제품,Rapid dyes and preparations based thereon,,
3204193000,황화염료ㆍ황화 건염염료와 이들을 기본 재료로 한 조제품,Sulphide dyes and sulphide vat dyes and preparations based thereon,,
3204199000,기타,Other,,
3204200000,형광증백제로 사용되는 종류의 합성유기생산품,Synthetic organic products of a kind used as fluorescent brightening agents,,
32049010,합성 유기루미노퍼(luminophore),Synthetic organic products of the kind used as luminophores,,
3204901010,유기발광다이오드(오엘이디) 제조용,For manufacturing organic light-emitting diodes(OLED),,
3204901090,기타,Other,,
3204909000,기타,Other,,
3205001000,플라스틱 안료색소,Pigment plastic colour bases,,
3205009000,기타,Other,,
3206110000,건조 상태로 계산하여 이산화티타늄의 중량이 100분의 80 이상 함유된 것,Containing 80 % or more by weight of titanium dioxide calculated on the dry matter,,
3206190000,기타,Other,,
3206200000,크로뮴화합물을 기본 재료로 한 안료와 그 조제품,Pigments and preparations based on chromium compounds,,
3206411000,군청,Ultramarine,,
3206419000,기타,Other,,
3206421000,리도폰(lithopone),Lithopones,,
3206429000,기타,Other,,
3206491000,아연회,Zinc grey,,
3206492000,광물성 블랙,Mineral black,,
3206493000,어스칼러(colored earth),Coloured earths,,
3206494000,용해성 반다이케브라운,Soluble vandyke brown,,
3206495000,코발트 화합물을 기본 재료로 한 안료,Pigments based on cobalt compounds,,
3206496000,카드뮴화합물을 기본 재료로 한 안료와 그 조제품,Pigments and preparations based on cadmium compounds,,
3206499000,기타,Other,,
3206500000,루미노퍼(luminophore)로 사용되는 무기물,Inorganic products of a kind used as luminophores,,
3207100000,조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",,
3207201000,법랑과 유약,Vitrifiable enamels and glazes,,
3207202000,슬립,Engobes (slips),,
3207209000,기타,Other,,
3207301000,금으로 만든 것,Of gold,,
3207302000,백금으로 만든 것,Of platinum,,
3207303000,팔라듐으로 만든 것,Of palladium,,
3207304000,은으로 만든 것,Of silver,,
3207309000,기타,Other,,
3207400000,유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다],"Glass frit and other glass, in the form of powder, granules or flakes",,
32081010,페인트(에나멜을 포함한다),Paints (including enamels),,
3208101010,에나멜,Enamels,,
3208101090,기타,Other,,
3208102000,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3208103000,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter,,
32082010,아크릴 중합체를 기본 재료로 한 것,Based on acrylic polymers,,
320820101,페인트(에나멜을 포함한다),Paints (including enamels),,
3208201011,에나멜,Enamels,,
3208201019,기타,Other,,
3208201020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3208201030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter,,
32082020,비닐 중합체를 기본 재료로 한 것,Based on vinyl polymers,,
320820201,페인트(에나멜을 포함한다),Paints (including enamels),,
3208202011,에나멜,Enamels,,
3208202019,기타,Other,,
3208202020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3208202030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter,,
32089010,셀룰로오스유도체를 기본 재료로 한 것,Based on cellulose derivatives,,
320890101,페인트(에나멜을 포함한다),Paints (including enamels),,
3208901011,에나멜,Enamels,,
3208901019,기타,Other,,
3208901020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3208901030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter,,
32089090,기타,Other,,
320890901,페인트(에나멜을 포함한다),Paints (including enamels),,
3208909011,에나멜,Enamels,,
3208909019,기타,Other,,
3208909020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3208909030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter,,
32091010,아크릴 중합체를 기본 재료로 한 것,Based on acrylic polymers,,
320910101,페인트(에나멜을 포함한다),Paints (including enamels),,
3209101011,에나멜,Enamels,,
3209101019,기타,Other,,
3209101020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
32091020,비닐 중합체를 기본 재료로 한 것,Based on vinyl polymers,,
3209102010,페인트(에나멜을 포함한다),Paints (including enamels),,
3209102020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
32099010,기타 합성중합체를 기본 재료로 한 것,Based on other synthetic polymers,,
320990101,페인트(에나멜을 포함한다),Paints (including enamels),,
3209901011,에나멜,Enamels,,
3209901019,기타,Other,,
3209901020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
32099090,기타,Other,,
320990901,페인트(에나멜을 포함한다),Paints(including enamels),,
3209909011,에나멜,Enamels,,
3209909019,기타,Other,,
3209909020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
32100010,페인트(에나멜을 포함한다),Paints (including enamels),,
321000101,드라잉 오일,Drying oils,,
3210001011,에나멜,Enamels,,
3210001019,기타,Other,,
321000109,기타,Other,,
3210001091,에나멜,Enamels,,
3210001099,기타,Other,,
32100020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),,
3210002010,오일 바니시(varnish),Oil varnishes,,
3210002020,락ㆍ천연 검이나 천연 수지를 기본 재료로 한 바니시(varnish)와 래커(lacquer),"Varnishes and lacquers based on lac, natural gum or resins",,
3210002030,역청질ㆍ피치이나 이와 유사한 물품을 기본 재료로 한 바니시(varnish),"Varnishes based on bitumen,pitch or similar products",,
3210002040,용제를 함유하지 않은 액상 바니시(varnish),Liquid varnishes containing no solvent,,
32100030,디스템퍼(distemper)와 피혁의 완성가공용으로 사용하는 조제 수성안료,Distempers and prepared water pigments of a kind used for finishing leather,,
3210003010,디스템퍼(distemper),Distempers,,
3210003090,기타,Other,,
3211000000,조제 드라이어,Prepared driers.,,
3212100000,스탬프용 박(箔),Stamping foils,,
3212901000,소매용의 모양이나 포장으로 한 염료와 그 밖의 착색제,Dyes and other colouring matter put up in forms or packings for retail sale,,
3212909000,기타,Other,,
3213101000,유성 물감,Oil colours,,
3213102000,수성 물감,Water colours,,
3213109000,기타,Other,,
3213901000,유성 물감,Oil colours,,
3213902000,수성 물감,Water colours,,
3213909000,기타,Other,,
32141010,매스틱,Mastics,,
3214101060,고무를 기본 재료로 한 것,Based on rubber,,
3214101080,수지매스틱과 수지시멘트,Resin mastics and cements,,
3214101090,기타,Other,,
3214102000,도장용 충전제,Painters＇ fillings,,
3214109000,기타,Other,,
3214900000,기타,Other,,
3215110000,흑색,Black,,
3215190000,기타,Other,,
3215901000,필기용 잉크,Writing ink,,
3215902000,제도용 잉크,Drawing ink,,
3215903000,복사용 잉크,Copying ink,,
32159040,볼펜용 잉크,Inks for ball point pens,,
3215904010,유성,Of oil,,
3215904020,수성,Of water,,
3215904030,유성ㆍ수성 겸용,Of oil and water,,
3215905000,금속성 잉크,Metalic ink,,
32159060,마크용 잉크,Mark ink,,
3215906010,유성,Of oil,,
3215906020,수성,Of water,,
3215906030,유성ㆍ수성 겸용,Of oil and water,,
3215909000,기타,Other,,
3301120000,오렌지유,Of orange,,
3301130000,레몬유,Of lemon,,
3301190000,기타,Other,,
3301240000,박하유[멘타 피페리타(Mentha piperita)],Of peppermint (Mentha piperita),,
3301250000,그 밖의 민트류로 만든 것,Of other mints,,
3301291000,바닐라유,Vanilla oil,,
3301292000,시트로넬라유,Citronella oil,,
3301293000,신나몬바크유,Cinnamon bark oil,,
3301294000,신나몬리프유,Cinnamon leaf oil,,
3301299000,기타,Other,,
3301300000,레지노이드(resinoid),Resinoids,,
3301901000,정유(essential oil)에서 테르펜을 제거할 때에 생기는 테르펜계 부산물,Terpenic by-products of the deterpenation of essential oils,,
3301902000,정유(essential oil)의 농축물,Concentrates of essential oils,,
3301903000,정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution),Aqueous distillates and aqueous solutions of essential oils,,
3301904,추출한 올레오레진(oleoresin),Oleoresin extracts,,
3301904100,아편에서 추출한 것,Of opium,,
3301904200,감초에서 추출한 것,Of liquorice,,
3301904300,홉(hop)에서 추출한 것,Of hops,,
3301904400,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,Of pyrethrum or of the roots of plants containing rotenone,,
33019045,인삼에서 추출한 것,Of ginseng,,
3301904510,백삼에서 추출한 것,Of white ginseng,,
3301904520,홍삼에서 추출한 것,Of red ginseng,,
3301904530,그 밖의 인삼에서 추출한 것,Of other ginseng,,
3301904600,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,Of cashew nut shell liquid,,
3301904700,생칠(生漆)에서 추출한 것,Of natural lacquer,,
3301904800,기타,Other,,
3302101000,식품공업용,Of a kind used in the food industries,,
33021020,음료공업용,Of a kind used in the drink industries,,
330210201,음료제조용 조제품,Preparations of a kind used for the manufacture of beverages,,
3302102011,알코올성 합성 조제품,Compound alcoholic preparations,,
3302102019,기타,Other,,
3302102090,기타,Other,,
3302900000,기타,Other,,
3303001000,향수,Perfumes and scents,,
3303002000,화장수,Toilet waters,,
3304101000,립스틱,Lipsticks,,
3304109000,기타,Other,,
3304201000,아이섀도,Eye shadows,,
3304209000,기타,Other,,
3304301000,네일에나멜,Nail enamels,,
3304309000,기타,Other,,
3304911000,페이스파우다,Face powders,,
3304912000,베이비파우다(탈쿰파우다를 포함한다),Baby powders (including talcum powder),,
3304919000,기타,Other,,
3304991000,기초화장용 제품류,Skin care cosmetics,,
3304992000,메이크업용 제품류,Make-up cosmetics,,
3304993000,어린이용 제품류,Baby cosmetics,,
3304999000,기타,Other,,
3305100000,샴푸,Shampoos,,
3305200000,퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류,Preparations for permanent waving or straightening,,
3305300000,헤어 래커(hair lacquer),Hair lacquers,,
3305901000,헤어린스,Hair rinses,,
3305902000,헤어크림,Hair creams,,
3305909000,기타,Other,,
3306100000,치약,Dentifrices,,
33062010,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,
